"n°","n°of","n° palette","diamètre intérieure (mm)","diamètre extérieure (mm)","longueur  (mm)","validation géométrie (x)","flat crush (kn)","humidité (_)","valeurstemp","date et heure d_importation","trial198"
6216,"38459","4","152.4","168.23","937","1",NULL,NULL,NULL,"2004-08-20 13:42:54","T"
6217,"38458","4","152.4","168.43","922","1",NULL,NULL,NULL,"2004-08-20 13:42:54","T"
6218,"38466","4","152.4","168.51","832","1",NULL,NULL,NULL,"2004-08-20 13:42:54","T"
6219,"38463","4","152.5","168.57","792","1",NULL,NULL,NULL,"2004-08-20 13:42:55","T"
6220,"38471","4","152.5","168.61","730","1",NULL,NULL,NULL,"2004-08-20 13:42:55","T"
6221,"38464","4","152.5","168.54","682","1",NULL,NULL,NULL,"2004-08-20 13:42:56","T"
6222,"38461","4",NULL,NULL,"1046",NULL,NULL,NULL,NULL,"2004-08-20 13:42:56","T"
6223,"38461","4","152.6","179.85","1047","1",NULL,NULL,NULL,"2004-08-20 13:42:56","T"
6224,"38462","4","152.5","179.76","1047","1",NULL,NULL,NULL,"2004-08-20 13:42:57","T"
6225,"38328","4",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-08-20 13:42:57","T"
6226,"38328","4",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-08-20 13:42:58","T"
6227,"38328","4",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-08-20 13:42:58","T"
6228,"38328","4",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-08-20 13:42:58","T"
6229,"38328","4",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-08-20 13:42:59","T"
6230,"38328","4","76.6","94.62","1529","1",NULL,NULL,NULL,"2004-08-20 13:42:59","T"
6231,"38210","2",NULL,NULL,"3206",NULL,NULL,NULL,NULL,"2004-08-20 13:43:00","T"
6232,"38210","2","150.5","168.6","3208","1",NULL,NULL,NULL,"2004-08-20 13:43:00","T"
6233,"38210","2",NULL,NULL,"3208",NULL,NULL,NULL,NULL,"2004-08-20 13:43:00","T"
6234,"38210","2","150.5","168.79","3207","1",NULL,NULL,NULL,"2004-08-20 13:43:01","T"
6235,"38210","2",NULL,NULL,"3209",NULL,NULL,NULL,NULL,"2004-08-20 13:43:01","T"
6236,"38210","2","150.4","168.53","3209","1",NULL,NULL,NULL,"2004-08-20 13:43:02","T"
6237,"38210","2",NULL,NULL,"3209",NULL,NULL,NULL,NULL,"2004-08-20 13:43:02","T"
6238,"38210","2","150.5","168.94","3209","1",NULL,NULL,NULL,"2004-08-20 13:43:02","T"
6239,"38481","2","128.4","144.31","221.75","1",NULL,NULL,NULL,"2004-08-20 13:43:03","T"
6240,"38481","1","128.5","144.43","221.89","1",NULL,NULL,NULL,"2004-08-20 13:43:03","T"
6241,"38444","2",NULL,NULL,"919",NULL,NULL,NULL,NULL,"2004-08-20 13:43:04","T"
6242,"38444","2",NULL,NULL,"919",NULL,NULL,NULL,NULL,"2004-08-20 13:43:04","T"
6243,"38444","2","76.6","92.6","919","1",NULL,NULL,NULL,"2004-08-20 13:43:04","T"
6244,"38444","1",NULL,NULL,"919",NULL,NULL,NULL,NULL,"2004-08-20 13:43:05","T"
6245,"38444","1",NULL,NULL,"919",NULL,NULL,NULL,NULL,"2004-08-20 13:43:05","T"
6246,"38444","1","76.6","92.37","919","1",NULL,NULL,NULL,"2004-08-20 13:43:06","T"
6247,"38443","1",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-08-20 13:43:06","T"
6248,"38443","1",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-08-20 13:43:06","T"
6249,"38443","1","128.3","144.32","1223","1",NULL,NULL,NULL,"2004-08-20 13:43:07","T"
6250,"38443","2",NULL,NULL,"1223",NULL,NULL,NULL,NULL,"2004-08-20 13:43:07","T"
6251,"38443","2",NULL,NULL,"1224",NULL,NULL,NULL,NULL,"2004-08-20 13:43:08","T"
6252,"38443","2","128.3","144.25","1224","1",NULL,NULL,NULL,"2004-08-20 13:43:08","T"
6253,"38421","3",NULL,NULL,"2109",NULL,NULL,NULL,NULL,"2004-08-20 13:43:08","T"
6254,"38421","3",NULL,NULL,"2110",NULL,NULL,NULL,NULL,"2004-08-20 13:43:09","T"
6255,"38421","3","128.5","140.21","2109","1",NULL,NULL,NULL,"2004-08-20 13:43:09","T"
6256,"38421","1",NULL,NULL,"2108",NULL,NULL,NULL,NULL,"2004-08-20 13:43:10","T"
6257,"38421","1",NULL,NULL,"2110",NULL,NULL,NULL,NULL,"2004-08-20 13:43:10","T"
6258,"38421","1","128.5","140.46","2109","1",NULL,NULL,NULL,"2004-08-20 13:43:10","T"
6259,"38421","2",NULL,NULL,"2109",NULL,NULL,NULL,NULL,"2004-08-20 13:43:11","T"
6260,"38421","2",NULL,NULL,"2110",NULL,NULL,NULL,NULL,"2004-08-20 13:43:11","T"
6261,"38421","2","128.5","140.58","2108","1",NULL,NULL,NULL,"2004-08-20 13:43:11","T"
6262,"38270","1",NULL,NULL,"2007",NULL,NULL,NULL,NULL,"2004-08-20 13:43:12","T"
6263,"38270","1",NULL,NULL,"2009",NULL,NULL,NULL,NULL,"2004-08-20 13:43:12","T"
6264,"38270","1","128.3","140.1","2009","1",NULL,NULL,NULL,"2004-08-20 13:43:13","T"
6265,"38442",NULL,NULL,NULL,"3522",NULL,NULL,NULL,NULL,"2004-08-20 13:43:13","T"
6266,"38442",NULL,"128.4","140.46","3523","1",NULL,NULL,NULL,"2004-08-20 13:43:13","T"
6267,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2004-08-20 13:43:14","T"
6268,"38472",NULL,NULL,NULL,NULL,NULL,"0.701","7.07",NULL,"2004-08-20 13:53:33","T"
6269,"38226","6",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:45","T"
6270,"38226","6",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:45","T"
6271,"38226","6","76.3","88.24","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:46","T"
6272,"38226","11",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:46","T"
6273,"38226","11",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:47","T"
6274,"38226","11","76.3","88.07","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:47","T"
6275,"38226","10",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:47","T"
6276,"38226","10",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:48","T"
6277,"38226","10","76.4","88.06","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:48","T"
6278,"38226","12",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:49","T"
6279,"38226","12",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:49","T"
6280,"38226","12","76.4","88.24","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:49","T"
6281,"38226","16",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:50","T"
6282,"38226","16",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:50","T"
6283,"38226","16","76.4","87.82","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:51","T"
6284,"38226","8",NULL,NULL,"1520",NULL,NULL,NULL,NULL,"2004-08-21 10:45:51","T"
6285,"38226","8",NULL,NULL,"1522",NULL,NULL,NULL,NULL,"2004-08-21 10:45:51","T"
6286,"38226","8","76.4","88.14","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:52","T"
6287,"38226","7",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:52","T"
6288,"38226","7",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:53","T"
6289,"38226","7","76.4","88.22","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:53","T"
6290,"38226","4",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:53","T"
6291,"38226","4",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:54","T"
6292,"38226","4","76.3","88.1","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:54","T"
6293,"38226","13",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:55","T"
6294,"38226","13",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:55","T"
6295,"38226","13","76.4","88.17","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:55","T"
6296,"38226","14",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:56","T"
6297,"38226","14",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:56","T"
6298,"38226","14","76.4","88.28","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:57","T"
6299,"38226","15",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:57","T"
6300,"38226","15",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:57","T"
6301,"38226","15","76.4","88.21","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:58","T"
6302,"38226","9",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:58","T"
6303,"38226","9",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:59","T"
6304,"38226","9","76.4","88.05","1523","1",NULL,NULL,NULL,"2004-08-21 10:45:59","T"
6305,"38226","5",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:45:59","T"
6306,"38226","5",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:46:00","T"
6307,"38226","5","76.4","88.23","1523","1",NULL,NULL,NULL,"2004-08-21 10:46:00","T"
6308,"38226","3",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:46:01","T"
6309,"38226","3",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:46:01","T"
6310,"38226","3","76.4","88.28","1523","1",NULL,NULL,NULL,"2004-08-21 10:46:01","T"
6311,"38226","2",NULL,NULL,"1522",NULL,NULL,NULL,NULL,"2004-08-21 10:46:02","T"
6312,"38226","2",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:46:02","T"
6313,"38226","2","76.4","88.26","1523","1",NULL,NULL,NULL,"2004-08-21 10:46:03","T"
6314,"38226","1",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:46:03","T"
6315,"38226","1",NULL,NULL,"1523",NULL,NULL,NULL,NULL,"2004-08-21 10:46:03","T"
6316,"38226","1","76.4","88","1523","1",NULL,NULL,NULL,"2004-08-21 10:46:04","T"
6317,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2004-08-21 10:46:04","T"
6318,"38451",NULL,NULL,NULL,NULL,NULL,"0.231","6.91",NULL,"2004-08-23 07:41:54","T"
6319,"38450",NULL,NULL,NULL,NULL,NULL,"0.813","7.6",NULL,"2004-08-23 07:47:10","T"
6320,"38449",NULL,NULL,NULL,NULL,NULL,"0.811","7.56",NULL,"2004-08-23 07:50:06","T"
6321,"38448",NULL,NULL,NULL,NULL,NULL,"0.812","7.73",NULL,"2004-08-23 07:52:06","T"
6322,"38447",NULL,NULL,NULL,NULL,NULL,"0.769","7.78",NULL,"2004-08-23 07:54:37","T"
6323,"38445",NULL,NULL,NULL,NULL,NULL,"1.347",NULL,NULL,"2004-08-23 08:02:15","T"
6324,"38445",NULL,NULL,NULL,NULL,NULL,"1.516","8.86",NULL,"2004-08-23 08:02:19","T"
6325,"38221",NULL,NULL,NULL,NULL,NULL,"2.863",NULL,NULL,"2004-08-23 08:06:12","T"
6326,"38221",NULL,NULL,NULL,NULL,NULL,"2.903","7.86",NULL,"2004-08-23 08:06:15","T"
6327,"38413",NULL,NULL,NULL,NULL,NULL,"1.675","8.16",NULL,"2004-08-23 08:09:26","T"
6328,"38413",NULL,NULL,NULL,NULL,NULL,"1.681",NULL,NULL,"2004-08-23 08:09:32","T"
6329,"38412",NULL,NULL,NULL,NULL,NULL,"1.387","8.28",NULL,"2004-08-23 08:12:56","T"
6330,"38412",NULL,NULL,NULL,NULL,NULL,"1.342",NULL,NULL,"2004-08-23 08:12:59","T"
6331,"38440",NULL,NULL,NULL,NULL,NULL,"0.75",NULL,NULL,"2004-08-23 08:15:46","T"
6332,"38236",NULL,NULL,NULL,NULL,NULL,"3.27","7.86",NULL,"2004-08-23 13:27:27","T"
6333,"38236",NULL,NULL,NULL,NULL,NULL,"3.268",NULL,NULL,"2004-08-23 13:27:32","T"
6334,"38236",NULL,NULL,NULL,NULL,NULL,"3.2",NULL,NULL,"2004-08-23 13:27:34","T"
6335,"38236",NULL,NULL,NULL,NULL,NULL,"3.223",NULL,NULL,"2004-08-23 13:27:37","T"
6336,"38236",NULL,NULL,NULL,NULL,NULL,"3.175",NULL,NULL,"2004-08-23 13:27:39","T"
6337,"38236",NULL,NULL,NULL,NULL,NULL,"3.111",NULL,NULL,"2004-08-23 13:27:43","T"
6338,"38236",NULL,NULL,NULL,NULL,NULL,"3.129",NULL,NULL,"2004-08-23 13:27:45","T"
6339,"38236",NULL,NULL,NULL,NULL,NULL,"3.142",NULL,NULL,"2004-08-23 13:27:48","T"
6350,"1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2004-08-23 13:28:22","T"
6351,"38391","1",NULL,NULL,"9817",NULL,NULL,NULL,NULL,"2004-08-23 13:32:45","T"
6352,"38391","1",NULL,NULL,"9819",NULL,NULL,NULL,NULL,"2004-08-23 13:32:45","T"
6353,"38391","1","76.55","106.47","9816","1",NULL,NULL,NULL,"2004-08-23 13:32:45","T"
6354,"38391","2",NULL,NULL,"9815",NULL,NULL,NULL,NULL,"2004-08-23 13:32:46","T"
6355,"38391","2",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-23 13:32:46","T"
6356,"38391","2","76.55","106.48","9817","1",NULL,NULL,NULL,"2004-08-23 13:32:47","T"
6357,"38391","3",NULL,NULL,"9817",NULL,NULL,NULL,NULL,"2004-08-23 13:32:47","T"
6358,"38391","3",NULL,NULL,"9819",NULL,NULL,NULL,NULL,"2004-08-23 13:32:47","T"
6359,"38391","3","76.55","106.75","9816","1",NULL,NULL,NULL,"2004-08-23 13:32:48","T"
6360,"38391","4",NULL,NULL,"9816",NULL,NULL,NULL,NULL,"2004-08-23 13:32:48","T"
6361,"38391","4",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-23 13:32:49","T"
6362,"38391","4","76.55","106.74","9816","1",NULL,NULL,NULL,"2004-08-23 13:32:49","T"
6363,"38391","5",NULL,NULL,"9817",NULL,NULL,NULL,NULL,"2004-08-23 13:32:49","T"
6364,"38391","5",NULL,NULL,"9819",NULL,NULL,NULL,NULL,"2004-08-23 13:32:50","T"
6365,"38391","5","76.55","106.61","9817","1",NULL,NULL,NULL,"2004-08-23 13:32:50","T"
6366,"38391","6",NULL,NULL,"9817",NULL,NULL,NULL,NULL,"2004-08-23 13:32:51","T"
6367,"38391","6",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-23 13:32:51","T"
6368,"38391","6","76.55","106.5","9819","1",NULL,NULL,NULL,"2004-08-23 13:32:51","T"
6369,"38236","8",NULL,NULL,"8630",NULL,NULL,NULL,NULL,"2004-08-23 13:32:52","T"
6370,"38236","8",NULL,NULL,"8635",NULL,NULL,NULL,NULL,"2004-08-23 13:32:52","T"
6371,"38236","8","76.5","106.65","8631","1",NULL,NULL,NULL,"2004-08-23 13:32:53","T"
6372,"38236","7",NULL,NULL,"8629",NULL,NULL,NULL,NULL,"2004-08-23 13:32:53","T"
6373,"38236","7",NULL,NULL,"8633",NULL,NULL,NULL,NULL,"2004-08-23 13:32:53","T"
6374,"38236","7","76.5","106.57","8628","1",NULL,NULL,NULL,"2004-08-23 13:32:54","T"
6375,"38236","6",NULL,NULL,"8628",NULL,NULL,NULL,NULL,"2004-08-23 13:32:54","T"
6376,"38236","6",NULL,NULL,"8631",NULL,NULL,NULL,NULL,"2004-08-23 13:32:55","T"
6377,"38236","6","76.5","106.73","8628","1",NULL,NULL,NULL,"2004-08-23 13:32:55","T"
6378,"38236","5",NULL,NULL,"8629",NULL,NULL,NULL,NULL,"2004-08-23 13:32:55","T"
6379,"38236","5",NULL,NULL,"8631",NULL,NULL,NULL,NULL,"2004-08-23 13:32:56","T"
6380,"38236","5","76.5","106.56","8629","1",NULL,NULL,NULL,"2004-08-23 13:32:56","T"
6381,"38236","4",NULL,NULL,"8629",NULL,NULL,NULL,NULL,"2004-08-23 13:32:57","T"
6382,"38236","4",NULL,NULL,"8630",NULL,NULL,NULL,NULL,"2004-08-23 13:32:57","T"
6383,"38236","4","76.5","106.5","8629","1",NULL,NULL,NULL,"2004-08-23 13:32:57","T"
6384,"38236","3",NULL,NULL,"8629",NULL,NULL,NULL,NULL,"2004-08-23 13:32:58","T"
6385,"38236","3",NULL,NULL,"8636",NULL,NULL,NULL,NULL,"2004-08-23 13:32:58","T"
6386,"38236","3","76.5","106.66","8630","1",NULL,NULL,NULL,"2004-08-23 13:32:59","T"
6387,"38236","2",NULL,NULL,"8629",NULL,NULL,NULL,NULL,"2004-08-23 13:32:59","T"
6388,"38236","2",NULL,NULL,"8631",NULL,NULL,NULL,NULL,"2004-08-23 13:32:59","T"
6389,"38236","2","76.5","106.45","8628","1",NULL,NULL,NULL,"2004-08-23 13:33:00","T"
6390,"38236","1",NULL,NULL,"8629",NULL,NULL,NULL,NULL,"2004-08-23 13:33:00","T"
6391,"38236","1",NULL,NULL,"8631",NULL,NULL,NULL,NULL,"2004-08-23 13:33:01","T"
6392,"38236","1","76.5","106.49","8630","1",NULL,NULL,NULL,"2004-08-23 13:33:01","T"
6393,"38445","1",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-08-23 13:33:01","T"
6394,"38445","1",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-08-23 13:33:02","T"
6395,"38445","1","154.7","179.08","9470","1",NULL,NULL,NULL,"2004-08-23 13:33:02","T"
6396,"38445","2",NULL,NULL,"9465",NULL,NULL,NULL,NULL,"2004-08-23 13:33:03","T"
6397,"38445","2",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-08-23 13:33:03","T"
6398,"38445","2","154.7","179.12","9470","1",NULL,NULL,NULL,"2004-08-23 13:33:03","T"
6399,"38445","3",NULL,NULL,"9465",NULL,NULL,NULL,NULL,"2004-08-23 13:33:04","T"
6400,"38445","3",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-08-23 13:33:04","T"
6401,"38445","3","154.7","178.87","9469","1",NULL,NULL,NULL,"2004-08-23 13:33:05","T"
6402,"38445","4",NULL,NULL,"9466",NULL,NULL,NULL,NULL,"2004-08-23 13:33:05","T"
6403,"38445","4",NULL,NULL,"9470",NULL,NULL,NULL,NULL,"2004-08-23 13:33:05","T"
6404,"38445","4","154.7","179.24","9470","1",NULL,NULL,NULL,"2004-08-23 13:33:06","T"
6405,"38451","1",NULL,NULL,"1911",NULL,NULL,NULL,NULL,"2004-08-23 13:33:06","T"
6406,"38451","1",NULL,NULL,"1912",NULL,NULL,NULL,NULL,"2004-08-23 13:33:07","T"
6407,"38451","1","191","198.96","1912","1",NULL,NULL,NULL,"2004-08-23 13:33:07","T"
6408,"38451","2",NULL,NULL,"1909",NULL,NULL,NULL,NULL,"2004-08-23 13:33:07","T"
6409,"38451","2",NULL,NULL,"1912",NULL,NULL,NULL,NULL,"2004-08-23 13:33:08","T"
6410,"38451","2","191","198.94","1911","1",NULL,NULL,NULL,"2004-08-23 13:33:08","T"
6411,"38452","4",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:09","T"
6412,"38452","4",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:09","T"
6413,"38452","4","242.5","250.62","1603","1",NULL,NULL,NULL,"2004-08-23 13:33:09","T"
6414,"38452","1",NULL,NULL,"1603",NULL,NULL,NULL,NULL,"2004-08-23 13:33:10","T"
6415,"38452","1",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:10","T"
6416,"38452","1","242.5","250.65","1604","1",NULL,NULL,NULL,"2004-08-23 13:33:11","T"
6417,"38452","2",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:11","T"
6418,"38452","2",NULL,NULL,"1605",NULL,NULL,NULL,NULL,"2004-08-23 13:33:11","T"
6419,"38452","2","242.5","250.61","1603","1",NULL,NULL,NULL,"2004-08-23 13:33:12","T"
6420,"38453","2",NULL,NULL,"1783",NULL,NULL,NULL,NULL,"2004-08-23 13:33:12","T"
6421,"38453","2",NULL,NULL,"1784",NULL,NULL,NULL,NULL,"2004-08-23 13:33:13","T"
6422,"38453","2","242.5","250.6","1783","1",NULL,NULL,NULL,"2004-08-23 13:33:13","T"
6423,"38453","1",NULL,NULL,"1782",NULL,NULL,NULL,NULL,"2004-08-23 13:33:13","T"
6424,"38453","1",NULL,NULL,"1784",NULL,NULL,NULL,NULL,"2004-08-23 13:33:14","T"
6425,"38453","1","242.5","250.65","1783","1",NULL,NULL,NULL,"2004-08-23 13:33:14","T"
6426,"38452","5",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:15","T"
6427,"38452","5",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:15","T"
6428,"38452","5","242.5","249.91","1604","1",NULL,NULL,NULL,"2004-08-23 13:33:15","T"
6429,"38452","3",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:16","T"
6430,"38452","3",NULL,NULL,"1604",NULL,NULL,NULL,NULL,"2004-08-23 13:33:16","T"
6431,"38452","3","242.5","249.97","1605","1",NULL,NULL,NULL,"2004-08-23 13:33:17","T"
6432,"38455","3",NULL,NULL,"2370",NULL,NULL,NULL,NULL,"2004-08-23 13:33:17","T"
6433,"38455","3",NULL,NULL,"2370",NULL,NULL,NULL,NULL,"2004-08-23 13:33:17","T"
6434,"38455","3","242.5","249.93","2369","1",NULL,NULL,NULL,"2004-08-23 13:33:18","T"
6435,"38455","1",NULL,NULL,"2370",NULL,NULL,NULL,NULL,"2004-08-23 13:33:18","T"
6436,"38455","1",NULL,NULL,"2371",NULL,NULL,NULL,NULL,"2004-08-23 13:33:19","T"
6437,"38455","1","242.5","250.55","2371","1",NULL,NULL,NULL,"2004-08-23 13:33:19","T"
6438,"38455","4",NULL,NULL,"2369",NULL,NULL,NULL,NULL,"2004-08-23 13:33:19","T"
6439,"38455","4",NULL,NULL,"2370",NULL,NULL,NULL,NULL,"2004-08-23 13:33:20","T"
6440,"38455","4","242.5","250.65","2370","1",NULL,NULL,NULL,"2004-08-23 13:33:20","T"
6441,"38455","5",NULL,NULL,"2369",NULL,NULL,NULL,NULL,"2004-08-23 13:33:21","T"
6442,"38455","5",NULL,NULL,"2370",NULL,NULL,NULL,NULL,"2004-08-23 13:33:21","T"
6443,"38455","5","242.5","250.65","2370","1",NULL,NULL,NULL,"2004-08-23 13:33:21","T"
6444,"38455","2",NULL,NULL,"2369",NULL,NULL,NULL,NULL,"2004-08-23 13:33:22","T"
6445,"38455","2",NULL,NULL,"2370",NULL,NULL,NULL,NULL,"2004-08-23 13:33:22","T"
6446,"38455","2","242.5","250.11","2370","1",NULL,NULL,NULL,"2004-08-23 13:33:23","T"
6447,"38448","1",NULL,NULL,"1852",NULL,NULL,NULL,NULL,"2004-08-23 13:33:23","T"
6448,"38448","1",NULL,NULL,"1854",NULL,NULL,NULL,NULL,"2004-08-23 13:33:23","T"
6449,"38448","1","77","89.71","1854","1",NULL,NULL,NULL,"2004-08-23 13:33:24","T"
6450,"38447","2",NULL,NULL,"1548",NULL,NULL,NULL,NULL,"2004-08-23 13:33:24","T"
6451,"38447","2",NULL,NULL,"1548",NULL,NULL,NULL,NULL,"2004-08-23 13:33:25","T"
6452,"38447","2","77.1","89.84","1549","1",NULL,NULL,NULL,"2004-08-23 13:33:25","T"
6453,"38447","1",NULL,NULL,"1545",NULL,NULL,NULL,NULL,"2004-08-23 13:33:25","T"
6454,"38447","1",NULL,NULL,"1549",NULL,NULL,NULL,NULL,"2004-08-23 13:33:26","T"
6455,"38447","1","77","89.76","1548","1",NULL,NULL,NULL,"2004-08-23 13:33:26","T"
6456,"38450","1",NULL,NULL,"3072",NULL,NULL,NULL,NULL,"2004-08-23 13:33:27","T"
6457,"38450","1",NULL,NULL,"3073",NULL,NULL,NULL,NULL,"2004-08-23 13:33:27","T"
6458,"38450","1","77","89.82","3073","1",NULL,NULL,NULL,"2004-08-23 13:33:27","T"
6459,"38210","1","150.5","168.53","3208","1",NULL,NULL,NULL,"2004-08-23 13:33:28","T"
6460,"38210","1",NULL,NULL,"3208",NULL,NULL,NULL,NULL,"2004-08-23 13:33:28","T"
6461,"38210","1","150.4","168.62","3208","1",NULL,NULL,NULL,"2004-08-23 13:33:29","T"
6462,"38210","1",NULL,NULL,"3209",NULL,NULL,NULL,NULL,"2004-08-23 13:33:29","T"
6463,"38210","1","150.6","168.76","3208","1",NULL,NULL,NULL,"2004-08-23 13:33:29","T"
6464,"38210","1",NULL,NULL,"3209",NULL,NULL,NULL,NULL,"2004-08-23 13:33:30","T"
6465,"38210","1","150.4","168.87","3209","1",NULL,NULL,NULL,"2004-08-23 13:33:30","T"
6466,"38210","1",NULL,NULL,"3209",NULL,NULL,NULL,NULL,"2004-08-23 13:33:31","T"
6467,"38210","1","150.5","168.54","3209","1",NULL,NULL,NULL,"2004-08-23 13:33:31","T"
6468,"38449","1",NULL,NULL,"2057",NULL,NULL,NULL,NULL,"2004-08-23 13:33:31","T"
6469,"38449","1",NULL,NULL,"2057",NULL,NULL,NULL,NULL,"2004-08-23 13:33:32","T"
6470,"38449","1","77","89.8","2054","1",NULL,NULL,NULL,"2004-08-23 13:33:32","T"
6471,"38449","2",NULL,NULL,"2057",NULL,NULL,NULL,NULL,"2004-08-23 13:33:33","T"
6472,"38449","2",NULL,NULL,"2057",NULL,NULL,NULL,NULL,"2004-08-23 13:33:33","T"
6473,"38449","2","77","89.79","2055","1",NULL,NULL,NULL,"2004-08-23 13:33:33","T"
6474,"38454","5",NULL,NULL,"2115",NULL,NULL,NULL,NULL,"2004-08-23 13:33:34","T"
6475,"38454","5",NULL,NULL,"2115",NULL,NULL,NULL,NULL,"2004-08-23 13:33:34","T"
6476,"38454","5","242.5","250.57","2115","1",NULL,NULL,NULL,"2004-08-23 13:33:35","T"
6477,"38454","1",NULL,NULL,"2113",NULL,NULL,NULL,NULL,"2004-08-23 13:33:35","T"
6478,"38454","1",NULL,NULL,"2114",NULL,NULL,NULL,NULL,"2004-08-23 13:33:35","T"
6479,"38454","1","242.5","250.19","2113","1",NULL,NULL,NULL,"2004-08-23 13:33:36","T"
6480,"38454","6",NULL,NULL,"2115",NULL,NULL,NULL,NULL,"2004-08-23 13:33:36","T"
6481,"38454","6",NULL,NULL,"2114",NULL,NULL,NULL,NULL,"2004-08-23 13:33:37","T"
6482,"38454","6","242.5","250.59","2114","1",NULL,NULL,NULL,"2004-08-23 13:33:37","T"
6483,"38454","3",NULL,NULL,"2115",NULL,NULL,NULL,NULL,"2004-08-23 13:33:37","T"
6484,"38454","3",NULL,NULL,"2113",NULL,NULL,NULL,NULL,"2004-08-23 13:33:38","T"
6485,"38454","3","242.5","250.4","2113","1",NULL,NULL,NULL,"2004-08-23 13:33:38","T"
6486,"38454","8",NULL,NULL,"2115",NULL,NULL,NULL,NULL,"2004-08-23 13:33:39","T"
