"client","order_fabrication_id","interior_diameter","interior_diameterx","diamter_exterior","diamter_exteriorx","length","lengthp","flat_crush","flat_crushp","h2o","humidité (_)","date contrôle","mois","trial358"
"NORSKE SKOG GOLBEY","60448","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.503","7","7.38","2010-08-02 00:00:00",201008,"T"
"NORSKE SKOG GOLBEY","60966","76.5",NULL,"106.5",NULL,"8800",NULL,"3","3.435","7","7.84","2010-08-12 00:00:00",201008,"T"
"NORSKE SKOG GOLBEY","60965","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.467","7","7.78","2010-08-11 00:00:00",201008,"T"
"NORSKE SKOG GOLBEY","60964","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.592","7","7.1","2010-08-20 00:00:00",201008,"T"
"NORSKE SKOG GOLBEY","60967","76.5",NULL,"106.5",NULL,"8800",NULL,"3","3.133","7","7.82","2010-08-20 00:00:00",201008,"T"
"NORSKE SKOG GOLBEY","61177","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.6","7","7.39","2010-09-03 00:00:00",201009,"T"
"NORSKE SKOG GOLBEY","60447","76.5",NULL,"106.5",NULL,"8800",NULL,"3","3.191","7","7.91","2010-08-27 00:00:00",201008,"T"
"NORSKE SKOG GOLBEY","61299","76.5",NULL,"106.5",NULL,"8800",NULL,"3","3.392","7","7.3","2010-09-08 00:00:00",201009,"T"
"NORSKE SKOG GOLBEY","61178","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.391","7","7.96","2010-09-13 00:00:00",201009,"T"
"NORSKE SKOG GOLBEY","61298","76.5",NULL,"106.5",NULL,"8800",NULL,"3","3.336","7","7.81","2010-09-17 00:00:00",201009,"T"
"NORSKE SKOG GOLBEY","61528","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.126","7","7.85","2010-10-04 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61506","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.15","7","7.83","2010-10-04 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61504","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.435","7","7.49","2010-10-11 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61638","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.328","7","7.75","2010-10-13 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61509","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.263","7","7.65","2010-10-13 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61724","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.089","7","7.38","2010-10-18 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61507","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.295","7","7.65","2010-10-19 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61759","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.05","7","7.61","2010-10-19 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61508","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.413","7","7.22","2010-10-27 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61505","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.309","7","7.23","2010-10-25 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61857","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.101","7","7.54","2010-10-29 00:00:00",201010,"T"
"NORSKE SKOG GOLBEY","61858","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.019","7","7.59","2010-11-04 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","61867","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.421","7","7.63","2010-11-09 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","61863","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.434","7","7.58","2010-11-09 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","61862","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.118","7","7.76","2010-11-05 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","61859","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.401","7","7.6","2010-11-09 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62015","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.353","7","7.53","2010-11-15 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62012","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.34","7","7.66","2010-11-16 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62011","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.319","7","7.66","2010-11-16 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","61868","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.416","7","7.65","2010-11-19 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","61865","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.362","7","7.38","2010-11-25 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62014","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.346","7","7.62","2010-11-23 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62017","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.442","7","7.48","2010-11-29 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62143","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.506","7","7.56","2010-12-06 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62149","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.368","7","7.5","2010-12-02 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62151","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.464","7","7.5","2010-11-29 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62016","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.332","7","7.56","2010-11-29 00:00:00",201011,"T"
"NORSKE SKOG GOLBEY","62150","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.388","7","7.43","2010-12-10 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62157","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.647","7","7.32","2010-12-08 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62155","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.466","7","7.41","2010-12-10 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62146","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.357","7","7.2","2010-12-15 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62145","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.521","7","7.25","2010-12-17 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62153","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.25","7","7.42","2010-12-16 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62163","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.348","7","7.48","2010-12-20 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62152","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.203","7","7.58","2010-12-20 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62161","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.289","7","7.18","2010-12-27 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62147","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.481","7","7.37","2010-12-27 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62159","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.4","7","7.12","2010-12-28 00:00:00",201012,"T"
"NORSKE SKOG GOLBEY","62459","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.144","7","7.72","2011-01-03 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62461","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.36","7","7.83","2011-01-03 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62462","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.585","7","7.41","2011-01-06 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62455","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.616","7","7.48","2011-01-06 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62452","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.439","7","7.88","2011-01-17 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62458","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.295","7","7.92","2011-01-17 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62454","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.621","7","7.42","2011-01-28 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62453","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.307","7","7.78","2011-01-27 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62731","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.254","7","7.81","2011-01-31 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62727","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.369","7","7.87","2011-01-31 00:00:00",201101,"T"
"NORSKE SKOG GOLBEY","62732","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.373","7","7.67","2011-02-10 00:00:00",201102,"T"
"NORSKE SKOG GOLBEY","62734","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.306","7","7.82","2011-02-07 00:00:00",201102,"T"
"NORSKE SKOG GOLBEY","62733","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.455","7","7.68","2011-02-17 00:00:00",201102,"T"
"NORSKE SKOG GOLBEY","62730","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.357","7","7.87","2011-02-18 00:00:00",201102,"T"
"NORSKE SKOG GOLBEY","62460","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.262","7","7.53","2011-03-03 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","62726","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.295","7","7.47","2011-02-21 00:00:00",201102,"T"
"NORSKE SKOG GOLBEY","63059","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.341","7","7.79","2011-03-04 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","63052","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.141","7","7.48","2011-03-09 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","63057","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.384","7","7.2","2011-03-14 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","63054","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.373","7","7.5","2011-03-18 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","63053","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.272","7","7.31","2011-03-23 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","63056","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.391","7","7.23","2011-03-24 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","63058","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.286","7","7.32","2011-03-29 00:00:00",201103,"T"
"NORSKE SKOG GOLBEY","63055","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.236","7","7.55","2011-04-01 00:00:00",201104,"T"
"NORSKE SKOG GOLBEY","63429","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.314","7","7.42","2011-04-07 00:00:00",201104,"T"
"NORSKE SKOG GOLBEY","63438","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.377","7","7.54","2011-04-08 00:00:00",201104,"T"
"NORSKE SKOG GOLBEY","63433","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.223","7","7.08","2011-04-12 00:00:00",201104,"T"
"NORSKE SKOG GOLBEY","900152","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.154","7","7.1","2011-04-21 00:00:00",201104,"T"
"NORSKE SKOG GOLBEY","900183","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.111","7","7.11","2011-04-28 00:00:00",201104,"T"
"NORSKE SKOG GOLBEY","900175","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.279","7","7.47","2011-05-03 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900296","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.295","7","7.54","2011-05-09 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900296","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.326","7","7.11","2011-05-09 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900426","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.517","7","7.26","2011-05-20 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900424","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.501","7","7.31","2011-05-10 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900425","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.478","7","7.05","2011-05-13 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900330","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.405","7","7.58","2011-05-17 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900329","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.309","7","7.18","2011-05-19 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900471","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.346","7","7.03","2011-05-27 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900690","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.538","7","7.27","2011-05-31 00:00:00",201105,"T"
"NORSKE SKOG GOLBEY","900727","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.341","7","7.48","2011-06-08 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900726","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.307","7","7.2","2011-06-09 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900726","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.211","7","7.24","2011-06-09 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900781","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.223","7","7.76","2011-06-14 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900782","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.277","7","7.78","2011-06-17 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900886","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.26","7","7.73","2011-06-27 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900885","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.259","7","7.44","2011-06-20 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900921","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.177","7","7.87","2011-06-29 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900987","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.478","7","7.46","2011-06-30 00:00:00",201106,"T"
"NORSKE SKOG GOLBEY","900850","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.352","7","7.23","2011-07-05 00:00:00",201107,"T"
"NORSKE SKOG GOLBEY","901129","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.585","7","7.7","2011-07-13 00:00:00",201107,"T"
"NORSKE SKOG GOLBEY","901128","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.421","7","7.02","2011-07-15 00:00:00",201107,"T"
"NORSKE SKOG GOLBEY","901127","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.38","7","7.77","2011-07-11 00:00:00",201107,"T"
"NORSKE SKOG GOLBEY","900990","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.33","7","7.51","2011-07-20 00:00:00",201107,"T"
"NORSKE SKOG GOLBEY","901174","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.267","7","7.25","2011-07-28 00:00:00",201107,"T"
"NORSKE SKOG GOLBEY","901294","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.16","7","7.62","2011-08-12 00:00:00",201108,"T"
"NORSKE SKOG GOLBEY","901332","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.177","7","7.89","2011-08-08 00:00:00",201108,"T"
"NORSKE SKOG GOLBEY","901337","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.24","7","7.94","2011-08-23 00:00:00",201108,"T"
"NORSKE SKOG GOLBEY","901501","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.788","7","7.49","2011-08-31 00:00:00",201108,"T"
"NORSKE SKOG GOLBEY","901336","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.821","7","7.39","2011-09-01 00:00:00",201109,"T"
"NORSKE SKOG GOLBEY","901625","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.717","7","7.49","2011-09-19 00:00:00",201109,"T"
"NORSKE SKOG GOLBEY","901559","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.721","7","7.95","2011-11-02 00:00:00",201111,"T"
"NORSKE SKOG GOLBEY","901559","76.5",NULL,"106.5",NULL,"9820",NULL,"3","4.132","7","7.97","2011-11-02 00:00:00",201111,"T"
"NORSKE SKOG GOLBEY","901848","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.328","7","7.89","2011-09-29 00:00:00",201109,"T"
"NORSKE SKOG GOLBEY","901848","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.396","7","7.88","2011-09-29 00:00:00",201109,"T"
"NORSKE SKOG GOLBEY","901885","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.415","7","7.67","2011-10-07 00:00:00",201110,"T"
"NORSKE SKOG GOLBEY","901993","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.45","7","7.96","2011-10-13 00:00:00",201110,"T"
"NORSKE SKOG GOLBEY","902147","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.325","7","7.87","2011-10-19 00:00:00",201110,"T"
"NORSKE SKOG GOLBEY","902193","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.646","7","7.88","2011-11-04 00:00:00",201111,"T"
"NORSKE SKOG GOLBEY","902194","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.608","7","7.76","2011-11-08 00:00:00",201111,"T"
"NORSKE SKOG GOLBEY","902373","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.765","7","7.96","2011-11-18 00:00:00",201111,"T"
"NORSKE SKOG GOLBEY","902459","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.093","7","7.83","2011-11-22 00:00:00",201111,"T"
"NORSKE SKOG GOLBEY","902554","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.211","7","7.45","2011-12-09 00:00:00",201112,"T"
"NORSKE SKOG GOLBEY","902672","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.162","7","7.75","2011-12-06 00:00:00",201112,"T"
"NORSKE SKOG GOLBEY","902632","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.381","7","7.82","2011-12-23 00:00:00",201112,"T"
"NORSKE SKOG GOLBEY","902631","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.397","7","7.87","2011-12-21 00:00:00",201112,"T"
"NORSKE SKOG GOLBEY","902868","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.546","7","7.81","2012-01-10 00:00:00",201201,"T"
"NORSKE SKOG GOLBEY","902867","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.409","7","7.88","2011-12-27 00:00:00",201112,"T"
"NORSKE SKOG GOLBEY","902903","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.615","7","7.9","2012-01-02 00:00:00",201201,"T"
"NORSKE SKOG GOLBEY","902934","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.485","7","7.82","2012-01-11 00:00:00",201201,"T"
"NORSKE SKOG GOLBEY","902971","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.697","7","7.93","2012-02-01 00:00:00",201202,"T"
"NORSKE SKOG GOLBEY","902970","76.5",NULL,"106.5",NULL,"8820",NULL,"3","4.016","7","7.88","2012-01-18 00:00:00",201201,"T"
"NORSKE SKOG GOLBEY","903139","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.605","7","7.86","2012-01-31 00:00:00",201201,"T"
"NORSKE SKOG GOLBEY","903261","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.923","7","7.74","2012-02-10 00:00:00",201202,"T"
"NORSKE SKOG GOLBEY","903324","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.906","7","7.67","2012-03-02 00:00:00",201203,"T"
"NORSKE SKOG GOLBEY","903459","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.934","7","7.75","2012-02-29 00:00:00",201202,"T"
"NORSKE SKOG GOLBEY","903518","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.317","7","7.88","2012-03-06 00:00:00",201203,"T"
"NORSKE SKOG GOLBEY","903517","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.626","7","7.53","2012-03-12 00:00:00",201203,"T"
"NORSKE SKOG GOLBEY","903602","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.624","7","7.85","2012-03-16 00:00:00",201203,"T"
"NORSKE SKOG GOLBEY","903712","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.683","7","7.83","2012-03-22 00:00:00",201203,"T"
"NORSKE SKOG GOLBEY","903713","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.683","7","7.9","2012-03-30 00:00:00",201203,"T"
"NORSKE SKOG GOLBEY","903486","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.532","7","7.53","2012-04-04 00:00:00",201204,"T"
"NORSKE SKOG GOLBEY","903929","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.683","7","7.35","2012-04-10 00:00:00",201204,"T"
"NORSKE SKOG GOLBEY","903931","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.172","7","7.74","2012-04-13 00:00:00",201204,"T"
"NORSKE SKOG GOLBEY","904098","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.742","7","7.78","2012-04-20 00:00:00",201204,"T"
"NORSKE SKOG GOLBEY","904037","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.423","7","7.83","2012-05-02 00:00:00",201205,"T"
"NORSKE SKOG GOLBEY","904271","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.617","7","7.95","2012-05-07 00:00:00",201205,"T"
"NORSKE SKOG GOLBEY","904313","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.548","7","7.66","2012-05-18 00:00:00",201205,"T"
"NORSKE SKOG GOLBEY","904312","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.548","7","7.87","2012-05-16 00:00:00",201205,"T"
"NORSKE SKOG GOLBEY","904274","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.353","7","7.84","2012-05-23 00:00:00",201205,"T"
"NORSKE SKOG GOLBEY","904237","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.325","7","7.83","2012-06-08 00:00:00",201206,"T"
"NORSKE SKOG GOLBEY","904238","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.381","7","7.75","2012-06-11 00:00:00",201206,"T"
"NORSKE SKOG GOLBEY","904756","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.498","7","7.82","2012-06-21 00:00:00",201206,"T"
"NORSKE SKOG GOLBEY","904755","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.373","7","7.81","2012-06-22 00:00:00",201206,"T"
"NORSKE SKOG GOLBEY","904946","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.434","7","7.7","2012-07-04 00:00:00",201207,"T"
"NORSKE SKOG GOLBEY","904947","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.251","7","7.91","2012-07-06 00:00:00",201207,"T"
"NORSKE SKOG GOLBEY","905085","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.315","7","7.74","2012-07-19 00:00:00",201207,"T"
"NORSKE SKOG GOLBEY","905086","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.537","7","7.78","2012-07-19 00:00:00",201207,"T"
"NORSKE SKOG GOLBEY","905093","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.481","7","7.77","2012-08-02 00:00:00",201208,"T"
"NORSKE SKOG GOLBEY","905201","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.526","7","7.85","2012-08-03 00:00:00",201208,"T"
"NORSKE SKOG GOLBEY","905618","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.403","7","7.67","2012-09-21 00:00:00",201209,"T"
"NORSKE SKOG GOLBEY","905135","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.588","7","7.19","2012-08-20 00:00:00",201208,"T"
"NORSKE SKOG GOLBEY","905134","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.311","7","7.88","2012-08-16 00:00:00",201208,"T"
"NORSKE SKOG GOLBEY","905212","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.485","7","7.76","2012-09-07 00:00:00",201209,"T"
"NORSKE SKOG GOLBEY","905211","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.303","7","7.85","2012-08-27 00:00:00",201208,"T"
"NORSKE SKOG GOLBEY","905380","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.581","7","7.65","2012-09-25 00:00:00",201209,"T"
"NORSKE SKOG GOLBEY","905617","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.611","7","7.78","2012-09-18 00:00:00",201209,"T"
"NORSKE SKOG GOLBEY","905530","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.62","7","7.5","2012-10-10 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","905689","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.858","7","7.76","2012-10-05 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","905786","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.57","7","7.2","2012-10-12 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","905840","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.491","7","7.18","2012-10-18 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","905755","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.53","7","7.79","2012-10-11 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","905859","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.228","7","7.76","2012-10-26 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","905858","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.354","7","7.8","2012-10-24 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","906010","76.5",NULL,"106.5",NULL,"9820",NULL,"3","4.055","7","7.18","2012-10-29 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","906011","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.788","7","7.72","2012-11-02 00:00:00",201211,"T"
"NORSKE SKOG GOLBEY","906025","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.832","7","7.39","2012-10-29 00:00:00",201210,"T"
"NORSKE SKOG GOLBEY","905975","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.96","7","7.87","2012-11-12 00:00:00",201211,"T"
"NORSKE SKOG GOLBEY","906133","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.597","7","7.75","2012-11-13 00:00:00",201211,"T"
"NORSKE SKOG GOLBEY","906137","76.5",NULL,"106.5",NULL,"9820",NULL,"3","3.546","7","7.83","2012-11-22 00:00:00",201211,"T"
"NORSKE SKOG GOLBEY","906136","76.5",NULL,"106.5",NULL,"8820",NULL,"3","3.503","7","7.42","2012-11-20 00:00:00",201211,"T"
