"N°","Date_du_Jour","Client","Longueur_P__mm_","Diamètre_intérieur_P__mm_","Diamètre_extérieur_P__mm_","Flat_Crush_P__kN_","%H2O_P","Longueur_Ts__mm_","Diamètre_intérieur_Ts__mm_","Diamètre_extérieur_Ts__mm_","Flat_Crush_Ts__kN_","%H2O_Ts","Longueur_Ti__mm_","Diamètre_intérieur_Ti__mm_","Diamètre_extérieur_Ti__mm_","Flat_Crush_Ti__kN_","%H2O_Ti","Qualité","Validation_spécification"
5608,2004-08-02,"CLAIREFONTAINE PAPETERIE",1700,120.5,144.5,1.77,9,7,0.2,0.5,0.177,1,0,0.2,0.5,0.177,1,"",-1
5609,2004-08-02,"CLAIREFONTAINE PAPETERIE",2000,70.5,94.5,2.45,9,8,0.2,0.5,0.245,1,8,0.2,0.5,0.245,1,"",-1
5610,2004-08-02,"CLAIREFONTAINE PAPETERIE",2000,76.5,100.5,2.35,9,8,0.15,0.5,0.235,1,8,0.15,0.5,0.235,1,"",-1
5611,2004-08-02,"CLAIREFONTAINE PAPETERIE",3500,120.5,144.5,1.77,9,8,0.2,0.5,0.177,1,8,0.2,0.5,0.177,1,"",-1
5612,2004-08-02,"CLAIREFONTAINE PAPETERIE",3500,150.2,174,1.67,9,8,0.2,0.5,0.167,1,8,0.2,0.5,0.167,1,"",-1
5613,2004-08-02,"CLAIREFONTAINE PAPETERIE",3500,151.8,175.8,1.67,9,8,0.2,0.6,0.167,1,8,0.2,0.6,0.167,1,"",-1
5614,2004-08-02,"CLAIREFONTAINE PAPETERIE",3500,76.5,104.5,2.75,9,8,0.15,0.5,0.275,1,8,0.15,0.5,0.275,1,"",-1
5615,2004-08-02,"CLAIREFONTAINE PAPETERIE",321.5,150.5,174,1.67,7,0,0.2,0.5,0.167,1,1,0.2,0.5,0.167,1,"",-1
5616,2004-08-02,"CORDIER",1190,76,92,1.18,7,0,0.7,0.4,0.118,1,5,0,0.4,0.118,1,"",-1
5617,2004-08-02,"CORDIER",1885,76,92,1.18,7,0,0.7,0.4,0.118,1,5,0,0.4,0.118,1,"",-1
5618,2004-08-02,"CORDIER",1270,76,106,2.16,7,0,0.7,0.4,0.216,1,5,0,0.4,0.216,1,"",-1
5619,2004-08-02,"CORDIER",1860,150,166,0.98,7,0,0.7,0.4,0.098,1,5,0,0.4,0.098,1,"",-1
5620,2004-08-02,"CORDIER",1420,101.8,121,1.18,8,0,0.2,0.4,0.118,1,5,0.2,0.4,0.118,1,"",-1
5621,2004-08-02,"CORDIER",1270,76,100,1.57,7,0,0.7,0.4,0.157,1,5,0,0.4,0.157,1,"",-1
5622,2004-08-02,"CORDIER",1860,76,100,1.57,7,0,0.7,0.4,0.157,1,5,0,0.4,0.157,1,"",-1
5623,2004-08-02,"CORDIER",1045,76,100,1.57,7,0,0.7,0.4,0.157,1,5,0,0.4,0.157,1,"",-1
5624,2004-08-02,"CORDIER",1500,100.6,124.6,1.37,7,0,0.2,0.4,0.137,1,5,0.2,0.4,0.137,1,"",-1
5625,2004-08-02,"CORDIER",1530,76,92,1.2,7,0,0.7,0.4,0.12,1,5,0,0.4,0.12,1,"",-1
5626,2004-08-02,"CORDIER",1750,76,92,1.2,7,0,7,0.4,0.12,1,5,0,0.4,0.12,1,"",-1
5627,2004-08-02,"CROUVEZIER",1250,50.3,60.3,0.7,9,4,0.3,0.5,0.07,1,4,0.3,0.5,0.07,1,"",-1
5628,2004-08-02,"CROUVEZIER",1450,50.3,60.3,0.7,9,4,0.3,0.5,0.07,1,4,0.3,0.5,0.07,1,"",-1
5629,2004-08-02,"CROUVEZIER",1500,50.3,60.3,0.7,9,5,0.3,0.5,0.07,1,5,0.3,0.5,0.07,1,"",-1
5630,2004-08-02,"CROUVEZIER",1550,50.3,60.3,0.7,9,5,0.3,0.5,0.07,1,5,0.3,0.5,0.07,1,"",-1
5631,2004-08-02,"CROUVEZIER",1650,50.3,60.3,0.7,9,5,0.3,0.5,0.07,1,5,0.3,0.5,0.07,1,"",-1
5632,2004-08-02,"CROUVEZIER",1720,50.3,60.3,0.7,9,5,0.3,0.5,0.07,1,5,0.3,0.5,0.07,1,"",-1
5633,2004-08-02,"CROUVEZIER",2350,50.3,60.3,0.7,9,7,0.3,0.5,0.07,1,7,0.3,0.5,0.07,1,"",-1
5634,2004-08-02,"CROUVEZIER",2500,50.3,60.3,0.7,9,7,0.3,0.5,0.07,1,7,0.3,0.5,0.07,1,"",-1
5635,2004-08-02,"CROUVEZIER",2950,50.3,60.3,0.7,9,7,0.3,0.5,0.07,1,7,0.3,0.5,0.07,1,"",-1
5636,2004-08-02,"CROUVEZIER",2270,50.3,60.3,0.7,9,7,0.3,0.5,0.07,1,7,0.3,0.5,0.07,1,"",-1
5637,2004-08-02,"CROUVEZIER",2500,70.5,85.5,0.9,9,7,0.3,0.4,0.09,1,7,0.3,0.4,0.09,1,"",-1
5638,2004-08-02,"CROUVEZIER",2350,70.5,85.5,0.9,9,7,0.3,0.4,0.09,1,7,0.3,0.4,0.09,1,"",-1
5639,2004-08-02,"DOCELLES",2000,70.2,94.2,1.47,8,5,0.2,0.4,0,0,5,0.2,0.4,0,0,"",-1
5640,2004-08-02,"DOCELLES",2000,150.2,178.2,1.27,8,5,0.2,0.4,0.127,0,5,0.2,0.4,0.127,0,"",-1
5641,2004-08-02,"DOCELLES",2000,152.4,180,1.27,8,5,0.2,0.4,0.127,0,5,0.2,0.4,0.127,0,"",-1
5642,2004-08-02,"DUPONT TYPAR",4005,76.2,92.2,0.88,9,18,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5643,2004-08-02,"DUPONT TYPAR",2005,76.2,92.2,0.88,9,5,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5644,2004-08-02,"DUPONT TYPAR",1120,76.2,92.2,0.88,9,6,0.5,0.6,0.088,1,6,0,0.6,0.088,1,"",-1
5645,2004-08-02,"DUPONT TYPAR",5200,76.2,92.2,0.88,9,13,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5646,2004-08-02,"DUPONT TYPAR",3810,76.2,92.2,0.88,9,13,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5647,2004-08-02,"DUPONT TYPAR",914,76.2,92.2,0.88,9,6,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5648,2004-08-02,"DUPONT TYPAR",1910,76.2,92.2,0.88,9,6,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5649,2004-08-02,"DUPONT TYPAR",1524,76.2,92.2,0.88,9,6,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5650,2004-08-02,"DUPONT TYPAR",4724,76.2,92.2,0.88,9,13,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5651,2004-08-02,"DUPONT TYPAR",3660,76.2,92.2,0.88,9,13,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5652,2004-08-02,"DUPONT TYPAR",1830,76.2,92.2,0.88,9,6,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5653,2004-08-02,"DUPONT TYPAR",1220,76.2,92.2,0.88,9,6,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5654,2004-08-02,"DUPONT TYPAR",2740,76.2,92.2,0.88,9,13,0.5,0.6,0.088,1,0,0,0.6,0.088,1,"",-1
5655,2004-08-02,"DUPONT TYPAR",1120,128.4,140.2,0.41,9,5,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5656,2004-08-02,"DUPONT TYPAR",2005,128.4,140.2,0.41,9,5,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5657,2004-08-02,"DUPONT TYPAR",2105,128.4,140.2,0.41,9,5,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5658,2004-08-02,"DUPONT TYPAR",2250,128.4,140.2,0.41,9,5,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5659,2004-08-02,"DUPONT TYPAR",3510,128.4,140.2,0.41,9,13,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5660,2004-08-02,"DUPONT TYPAR",4510,128.4,140.2,0.41,9,18,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5661,2004-08-02,"DUPONT TYPAR",5210,128.4,140.2,0.41,9,18,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5662,2004-08-02,"DUPONT TYPAR",1380,128.4,140.2,0.41,9,5,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5663,2004-08-02,"DUPONT TYPAR",1060,128.4,140.2,0.41,9,5,0.3,0.6,0,1,0,0.3,0.6,0,1,"",-1
5664,2004-08-02,"DUPONT TYPAR",4230,128.4,144.2,0.75,9,18,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5665,2004-08-02,"DUPONT TYPAR",5200,128.4,144.2,0.75,9,18,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5666,2004-08-02,"DUPONT TYPAR",222,128.4,144.2,0.75,9,0.75,0.3,0.6,0.075,0,0.75,0.3,0.6,0.075,0,"",-1
5667,2004-08-02,"DUPONT TYPAR",232,128.4,144.2,0.75,9,0.75,0.3,0.6,0.075,0,0.75,0.3,0.6,0.075,0,"",-1
5668,2004-08-02,"DUPONT TYPAR",215,128.4,144.2,0.75,9,2,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5669,2004-08-02,"DUPONT TYPAR",914,128.4,144.2,0.75,9,5,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5670,2004-08-02,"DUPONT TYPAR",1829,128.4,144.2,0.75,9,6,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5671,2004-08-02,"DUPONT TYPAR",1219,128.4,144.2,0.75,9,5,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5672,2004-08-02,"DUPONT TYPAR",1380,128.4,144.2,0.75,9,5,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5673,2004-08-02,"DUPONT TYPAR",240,128.4,144.2,0.75,9,2,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5674,2004-08-02,"DUPONT TYPAR",330,128.4,144.2,0.75,9,2,0.3,0.6,0.075,0,0,0.3,0.6,0.075,0,"",-1
5675,2004-08-02,"DUPONT TYPAR",5200,152.4,168,0.74,9,18,0.3,0.5,0.074,1,0,0.3,0.5,0.074,1,"",-1
5676,2004-08-02,"DUPONT TYPAR",5200,152.4,176,1.08,9,18,0.3,0.5,0.108,1,0,0.3,0.5,0.108,1,"",-1
5677,2004-08-02,"DUPONT TYPAR",4005,76.5,99.1,1.96,9,13,0.2,0.4,0.196,1,0,0.2,0.4,0.196,1,"",-1
5678,2004-08-02,"DUPONT TYVEK",3200,150.6,168.6,1.57,9,19,0.2,0.4,0.157,1,0,0.2,0.4,0.157,1,"",-1
5679,2004-08-02,"DUPONT TYVEK",3150,76.5,94.5,1.96,9,19,0.2,0.4,0.196,1,0,0.2,0.4,0.196,1,"",-1
5680,2004-08-02,"DUPONT TYVEK",1526,76.5,94.5,1.96,9,3,0.2,0.4,0.196,1,0,0.2,0.4,0.196,1,"",-1
5681,2004-08-02,"DUPONT TYVEK",3400,230,255,1.47,8,2,0.4,0.6,0.147,1,0,0,0.6,0.147,1,"",-1
5682,2004-08-02,"DUPONT HYTREL ",1570,77.2,96.4,1.96,8,2,0.2,0.4,0.196,1,3,0.2,0.4,0.196,1,"",-1
5683,2004-08-02,"DÜRRBECK ",2550,76.5,96,1.3,8,5,0.2,0.4,0.13,1,5,0.2,0.4,0.13,1,"",-1
5684,2004-08-02,"DÜRRBECK ",1050,76.5,96,1.3,8,3,0.2,0.4,0.13,1,3,0.2,0.4,0.13,1,"",-1
5685,2004-08-02,"DÜRRBECK ",1000,76.5,96,1.3,8,3,0.2,0.4,0.13,1,3,0.2,0.4,0.13,1,"",-1
5686,2004-08-02,"E2P",2220,70.6,95,1.7,9,6,0.2,0.4,0.17,1,6,0.2,0.4,0.17,1,"",-1
5687,2004-08-02,"E2P",1350,76.5,101,1.5,9,3,0.2,0.4,0.15,1,3,0.2,0.4,0.15,1,"",-1
5688,2004-08-02,"E2P",2050,76.5,101,1.5,9,5,0.2,0.4,0.15,1,5,0.2,0.4,0.15,1,"",-1
5689,2004-08-02,"E2P",2220,76.5,101,1.5,9,6,0.2,0.4,0.15,1,6,0.2,0.4,0.15,1,"",-1
5690,2004-08-02,"E2P",1370,122,146.5,1.2,9,6,0.3,0.4,0.12,1,0,0.3,0.4,0.12,1,"",-1
5691,2004-08-02,"E2P",2220,122,146.5,1.2,9,6,0.3,0.4,0.12,1,0,0.3,0.4,0.12,1,"",-1
5692,2004-08-02,"E2P",2700,76.5,106,2,9,7,0.2,0.4,0.2,1,7,0.2,0.4,0.2,1,"",-1
5693,2004-08-02,"EUROFOAM",2170,50.6,56.6,0,8,5,0.15,0.3,0,1,5,0.15,0.3,0,1,"",-1
5694,2004-08-02,"EUROFOAM",2100,70.5,76.5,0.2,8,5,0.3,0.4,0.02,1,5,0.3,0.4,0.02,1,"",-1
5695,2004-08-02,"EUROFOAM",1650,70.5,86.5,1,8,4,0.3,0.4,0.1,1,4,0.3,0.4,0.1,1,"",-1
5696,2004-08-02,"EUROFOAM",2800,70.5,86.5,1,8,6,0.3,0.4,0.1,1,6,0.3,0.4,0.1,1,"",-1
5697,2004-08-02,"EUROFOAM",670,76.4,82.4,0.2,8,2,0.3,0.4,0.02,1,2,0.3,0.4,0.02,1,"",-1
5698,2004-08-02,"EUROFOAM",730,76.4,82.4,0.2,8,2,0.3,0.4,0.02,1,2,0.3,0.4,0.02,1,"",-1
5699,2004-08-02,"EUROFOAM",1600,76.4,82.4,0.2,8,4,0.3,0.4,0.02,1,4,0.3,0.4,0.02,1,"",-1
5700,2004-08-02,"EUROFOAM",1720,76.4,82.4,0.2,8,4,0.3,0.4,0.02,1,4,0.3,0.4,0.02,1,"",-1
5701,2004-08-02,"EVC STAUFEN",2120,71,95,2.5,9,5,0.6,0.5,0.25,0,0,-0.4,0,0.25,0,"",-1
5702,2004-08-02,"EVC STAUFEN",1300,152,172,0.75,9,5,1.2,0.5,0,0,0,-0.4,0,0,0,"",-1
5703,2004-08-02,"EVC STAUFEN",1500,200,230,1.75,9,5,1.2,0.5,0.175,0,0,-0.4,0,0.175,0,"",-1
5704,2004-08-02,"EVC STAUFEN",1000,152,161.5,0.3,9,5,1.2,0.4,0.03,0,0,-0.4,0.4,0.03,0,"",-1
5705,2004-08-02,"EVC BÖTZINGEN",1600,152,183,2,9,20,1.2,0.4,0.2,0,0,-0.4,0.4,0.2,0,"",-1
5706,2004-08-02,"EVC BÖTZINGEN",2000,152,183,2,9,20,1.2,0.4,0.2,0,0,-0.4,0.4,0.2,0,"",-1
5707,2004-08-02,"EVC BÖTZINGEN",1600,71,92,1.45,9,20,0.6,0.5,0,0,0,-0.4,0.5,0,0,"",-1
5708,2004-08-02,"AVERY DENNISON",1015,77.2,92,1.5,7,5,0.2,0.3,0.15,1,5,0,0.3,0.15,1,"",-1
5709,2004-08-02,"AVERY DENNISON",2060,76.6,92,1.3,8,5,0.1,0.3,0.13,0,0,0.1,0.3,0.13,0,"",-1
5710,2004-08-02,"FDT",1520,76,88,0.59,8,3,0.7,0.4,0.059,0,0,0,0.4,0.059,0,"",-1
5711,2004-08-02,"FDT",2100,76,88,0.59,8,5,0.7,0.4,0.059,0,0,0,0.4,0.059,0,"",-1
5712,2004-08-02,"FDT",1035,76,84,0.34,8,4,0.7,0.4,0.034,0,0,0,0.4,0.034,0,"",-1
5713,2004-08-02,"FIVENA",2020,76.4,105,1.96,8,4,0.3,0.5,0.196,1,4,0.3,0.5,0.196,1,"",-1
5714,2004-08-02,"FLEXIUM",2000,70.2,87,0.95,7,4,0.2,0.3,0.095,1,4,0.2,0.3,0.095,1,"",-1
5715,2004-08-02,"FLEXIUM",2100,150.2,164.2,0.5,7,5,0.2,0.4,0.05,1,5,0.2,0.4,0.05,1,"",-1
5716,2004-08-02,"FLEXIUM",2000,76.2,93,1,7,4,0.2,0.3,0.1,1,4,0.2,0.3,0.1,1,"",-1
5717,2004-08-02,"FLEXIUM",2000,70.5,100,2.4,7,4,0.2,0.4,0.24,1,4,0.2,0.4,0.24,1,"",-1
5718,2004-08-02,"FLEXIUM",1000,150.2,178.2,1.6,7,5,0.2,0.4,0.16,1,5,0.2,0.4,0.16,1,"",-1
5720,2004-08-02,"FREUDENBERG",1080,151,174,0.88,9,3,0.2,0.5,0,1,3,0.2,0.5,0,1,"",-1
5721,2004-08-02,"FREUDENBERG",1120,151,174,0.88,9,3,0.2,0.5,0,1,3,0.2,0.5,0,1,"",-1
5722,2004-08-02,"FREUDENBERG",3250,151,174,0.88,9,10,0.2,0.5,0,1,10,0.2,0.5,0,1,"",-1
5723,2004-08-02,"FREUDENBERG",3350,151,174,0.88,9,10,0.2,0.5,0,1,10,0.2,0.5,0,1,"",-1
5724,2004-08-02,"FREUDENBERG",4350,151,174,0.88,9,12,0.2,0.5,0,1,12,0.2,0.5,0,1,"",-1
5725,2004-08-02,"FREUDENBERG",1000,151,174,0.88,9,3,0.2,0.5,0,1,3,0.2,0.5,0,1,"",-1
5726,2004-08-02,"FREUDENBERG",980,151,166,0.71,9,5,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5727,2004-08-02,"FREUDENBERG",1060,151,166,0.71,9,5,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5728,2004-08-02,"FREUDENBERG",1400,151,166,0.71,9,6,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5729,2004-08-02,"FREUDENBERG",1500,151,166,0.71,9,7,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5730,2004-08-02,"FREUDENBERG",1600,151,166,0.71,9,7,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5731,2004-08-02,"FREUDENBERG",1800,151,166,0.71,9,7,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5732,2004-08-02,"FREUDENBERG",1960,151,166,0.71,9,9,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5733,2004-08-02,"FREUDENBERG",2080,151,166,0.71,9,10,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5734,2004-08-02,"FREUDENBERG",2200,151,166,0.71,9,11,0.2,0.5,0,1,0,0.2,0.5,0,1,"",-1
5735,2004-08-02,"FRIPA",2700,76.5,102.9,1.85,7,10,0.2,0.4,0.185,1,0,0.2,0.4,0.185,1,"",-1
5736,2004-08-02,"FRIPA",2700,152.4,172.8,1.15,7,10,0.4,0.4,0.115,1,0,0,0.4,0.115,1,"",-1
5737,2004-08-02,"FULFLEX",306,76.2,88,0.98,7,2,0.5,0.5,0.098,1,2,0.5,0.5,0.098,1,"",-1
5738,2004-08-02,"GRUPPO CORDENONS",3350,70.5,100,2.65,9,8,0.2,0.5,0.265,1,8,0.2,0.5,0.265,1,"",-1
5739,2004-08-02,"GRUPPO CORDENONS",3350,76.5,105,2.3,9,8,0.2,0.5,0.23,1,8,0.2,0.5,0.23,1,"",-1
5740,2004-08-02,"GRUPPO CORDENONS",3350,120.5,147,1.72,9,8,0.2,0.4,0.172,1,8,0.2,0.4,0.172,1,"",-1
5741,2004-08-02,"GRUPPO CORDENONS",3350,152.4,173.4,1.18,9,8,0.5,0.4,0.118,1,8,0,0.4,0.118,1,"",-1
5742,2004-08-02,"GRUPPO CORDENONS",3000,150.4,171,1.18,9,8,0.2,0.4,0.118,1,8,0.2,0.4,0.118,1,"",-1
5743,2004-08-02,"GRUPPO CORDENONS",320,150.4,174,1.18,5,0.5,0.2,0.4,0.118,1,1,0.2,0.4,0.118,1,"",-1
5744,2004-08-02,"GRUPPO CORDENONS",500,150.4,174,1.18,5,0.5,0.2,0.4,0.118,1,1,0.2,0.4,0.118,1,"",-1
5745,2004-08-02,"GRUPPO CORDENONS",3120,70.5,100,2.65,9,8,0.2,0.5,0.265,1,8,0.2,0.5,0.265,1,"",-1
5746,2004-08-02,"GRUPPO CORDENONS",3120,76.5,105,2.3,9,8,0.2,0.5,0.23,1,8,0.2,0.5,0.23,1,"",-1
5747,2004-08-02,"GRUPPO CORDENONS",3350,152.4,180.4,1.18,9,8,0.5,0.4,0.118,1,8,0,0.4,0.118,1,"",-1
5748,2004-08-02,"GRUPPO CORDENONS",2100,150.4,171,1.18,9,5,0.2,0.4,0.118,1,5,0.2,0.4,0.118,1,"",-1
5749,2004-08-02,"GRUPPO CORDENONS",3180,100.5,124,1.37,9,8,0.2,0.4,0.137,1,8,0.2,0.4,0.137,1,"",-1
5750,2004-08-02,"GRUPPO CORDENONS",520,76.5,105,2.3,9,0.5,0.2,0.5,0.23,1,0.5,0.2,0.5,0.23,1,"",-1
5751,2004-08-02,"GRUPPO CORDENONS",173,70.5,90.5,1.27,9,2,0.2,0.4,0.127,1,2,0.2,0.4,0.127,1,"",-1
5752,2004-08-02,"GORDO PACK",1200,76.5,84,0,9,3,0.2,0.3,0,1,3,0.2,0.3,0,1,"",-1
5753,2004-08-02,"HOFFMANN & ENGELMANN",2000,70.6,91,2,7,10,0.2,0.3,0.2,1,0,0.2,0.3,0.2,1,"",-1
5754,2004-08-02,"HOFFMANN & ENGELMANN",1850,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5755,2004-08-02,"HOFFMANN & ENGELMANN",1750,76.6,106,3,7,10,0.2,0.4,0,1,0,0.2,0.4,0,1,"",-1
5756,2004-08-02,"HOFFMANN & ENGELMANN",1900,76.6,106,3,7,10,0.2,0.4,0,1,0,0.2,0.4,0,1,"",-1
5757,2004-08-02,"HOFFMANN & ENGELMANN",2300,76.6,106,3,7,10,0.2,0.4,0,1,0,0.2,0.4,0,1,"",-1
5758,2004-08-02,"HOFFMANN & ENGELMANN",1350,150.8,180,2.2,7,10,0.2,0.4,0.22,1,0,0.2,0.4,0.22,1,"",-1
5759,2004-08-02,"HOFFMANN & ENGELMANN",1650,150.8,180,2.2,7,10,0.2,0.4,0.22,0,0,0.2,0.4,0.22,0,"",-1
5760,2004-08-02,"HOFFMANN & ENGELMANN",2150,150.8,180,2.2,7,10,0.2,0.4,0.22,0,0,0.2,0.4,0.22,0,"",-1
5761,2004-08-02,"HOFFMANN & ENGELMANN",1350,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5762,2004-08-02,"HOFFMANN & ENGELMANN",1650,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5763,2004-08-02,"HOFFMANN & ENGELMANN",1750,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5764,2004-08-02,"HOFFMANN & ENGELMANN",1950,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5765,2004-08-02,"HOFFMANN & ENGELMANN",2050,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5766,2004-08-02,"HOFFMANN & ENGELMANN",2150,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5767,2004-08-02,"HOFFMANN & ENGELMANN",2300,70.6,106,4.2,7,10,0.2,0.4,0.42,1,0,0.2,0.4,0.42,1,"",-1
5768,2004-08-02,"HOFFMANN & ENGELMANN",1850,150.8,180,2.2,7,10,0.2,0.4,0.22,1,0,0.2,0.4,0.22,1,"",-1
5769,2004-08-02,"HOFFMANN & ENGELMANN",1950,150.8,180,2.2,7,10,0.2,0.4,0.22,1,0,0.2,0.4,0.22,1,"",-1
5770,2004-08-02,"HOFFMANN & ENGELMANN",1750,152.6,180,2,7,10,0.2,0.4,0.2,1,0,0.2,0.4,0.2,1,"",-1
5771,2004-08-02,"HOFFMANN & ENGELMANN",1950,152.6,180,2,7,10,0.2,0.4,0.2,1,0,0.2,0.4,0.2,1,"",-1
5772,2004-08-02,"HOFFMANN & ENGELMANN",2350,150.8,180,2.2,7,10,0.2,0.4,0.22,1,0,0.2,0.4,0.22,1,"",-1
5773,2004-08-02,"HOFFMANN & ENGELMANN",1500,150.8,180,2.2,7,10,0.2,0.4,0.22,1,0,0.2,0.4,0.22,1,"",-1
5774,2004-08-02,"HOFFMANN & ENGELMANN",2250,150.8,180,2.2,7,10,0.2,0.4,0.22,1,0,0.2,0.4,0.22,1,"",-1
5775,2004-08-02,"IMPRIMERIE CLAUDEL",40,76.4,84,0.29,7,0.2,0.2,0.3,0.029,1,0.2,0.2,0.3,0.029,1,"",-1
5776,2004-08-02,"IMPRIMERIE CLAUDEL",70,76.4,84,0.29,7,0.2,0.2,0.3,0.029,1,0.2,0.2,0.3,0.029,1,"",-1
5789,2004-08-02,"INTERNATIONAL PAPER",2870,120.5,148,1.67,8,7,0.2,0.5,0.167,1,7,0.2,0.5,0.167,1,"",-1
5790,2004-08-02,"INTERNATIONAL PAPER",2870,150.5,178,1.37,8,7,0.2,0.5,0.137,1,7,0.2,0.5,0.137,1,"",-1
5791,2004-08-02,"INTERNATIONAL PAPER",2840,120.5,148,1.67,8,7,0.2,0.5,0.167,1,7,0.2,0.5,0.167,1,"",-1
5792,2004-08-02,"INTERNATIONAL PAPER",2840,150.5,178,1.37,8,7,0.2,0.5,0.137,1,7,0.2,0.5,0.137,1,"",-1
5793,2004-08-02,"INTERNATIONAL PAPER",2840,76.6,104,1.96,8,7,0.2,0.4,0.196,1,7,0.2,0.4,0.196,1,"",-1
5794,2004-08-02,"INTERNATIONAL PAPER",2840,70.8,98,2.16,8,7,0.2,0.4,0.216,1,7,0.2,0.4,0.216,1,"",-1
5795,2004-08-02,"INTERNATIONAL PAPER",2870,70.7,98,2.16,8,7,0.2,0.4,0.216,1,7,0.2,0.4,0.216,1,"",-1
5796,2004-08-02,"INTERNATIONAL PAPER",2870,76.7,104,1.96,8,7,0.2,0.4,0.196,1,7,0.2,0.4,0.196,1,"",-1
5797,2004-08-02,"JASS",5020,100,120,1.18,7,20,0.5,0.4,0.118,1,0,0,0.4,0.118,1,"",-1
5798,2004-08-02,"JEAN D'HEURS ",2800,76.5,108.5,2.4,9,6,0.2,0.5,0.24,1,6,0.2,0.5,0.24,1,"",-1
5799,2004-08-02,"JEAN D'HEURS ",2800,150.4,190.5,2.16,9,6,0.2,0.5,0.216,1,6,0.2,0.5,0.216,1,"",-1
5800,2004-08-02,"JEAN D'HEURS ",2800,70.5,102.5,2.35,9,6,0.2,0.5,0.235,1,6,0.2,0.5,0.235,1,"",-1
5801,2004-08-02,"JEAN D'HEURS ",2800,120.5,152.5,1.91,9,6,0.2,0.5,0.191,1,6,0.2,0.5,0.191,1,"",-1
5802,2004-08-02,"KAPPA WIESLOCH PAPIER",2200,100,120,1.18,8,0,0.5,0.5,0.118,0,5,0,0.5,0.118,0,"",-1
5803,2004-08-02,"KAPPA WIESLOCH PAPIER",2450,100,120,1.18,8,0,0.5,0.5,0.118,0,5,0,0.5,0.118,0,"",-1
5804,2004-08-02,"LAHNSTEIN ",2000,70.2,84,0.98,9,5,0.2,0.4,0.098,1,5,0.2,0.4,0.098,1,"",-1
5805,2004-08-02,"LAHNSTEIN ",2000,70.2,90,1.47,9,5,0.2,0.4,0.147,1,5,0.2,0.4,0.147,1,"",-1
5806,2004-08-02,"LAHNSTEIN ",1800,70.2,90,1.47,9,5,0.2,0.4,0.147,1,5,0.2,0.4,0.147,1,"",-1
5807,2004-08-02,"LAHNSTEIN ",2110,70.2,90,1.47,9,5,0.2,0.4,0.147,1,5,0.2,0.4,0.147,1,"",-1
